MNEMONIQUE;LIBELLE;ADRESSE_NDS;ADRESSE_SNMP;LIBELLE_1
E_PEM;Passages Elargis Motorisés;999999;;En entretien
E_PS;Portillon de service CDSMG;999999;;En entretien
E_SECURITE_INCENDIE;Eqt sécurité incendie E_SSI et E_SPRINKLER;1;;DECLENCHEMENT
E_SECURITE_INCENDIE;Eqt sécurité incendie E_SSI et E_SPRINKLER;2;;DERANGEMENT
E_SECURITE_INCENDIE;Eqt sécurité incendie E_SSI et E_SPRINKLER;1014;;Inhibition
E_ZFS_BAIE_SONO;Zone de sonorisation CDSMG;13;;Defaut partiel
E_ZFS_BAIE_SONO;Zone de sonorisation CDSMG;14;;Défaut total
E_ZFS_BAIE_SONO;Zone de sonorisation CDSMG;15;;Discordance des commutations des sorties
Eclairage_ERM_CDS;Eqpt armoire éclairage accédé via API ERM(CDS RER);999999;;Entretien
Grille;Grille Motorisée;15;;Défaut automate
Grille;Grille Motorisée;1009;;Commande automatique initiale impossible
Grille;Grille Motorisée;1014;;Inhibition
Haut_Parleur_GTC;Haut parleur via un API GTC;999999;;Entretien
Imprimante;IMPRIMANTE bureau station CDSMG et Symphonie;1;;Encre épuisée
Imprimante;IMPRIMANTE bureau station CDSMG et Symphonie;2;;Plus de papier
Imprimante;IMPRIMANTE bureau station CDSMG et Symphonie;3;;Bourrage
Imprimante;IMPRIMANTE bureau station CDSMG et Symphonie;1000;;PERTE DE COM
Imprimante;IMPRIMANTE bureau station CDSMG et Symphonie;1001;;PERTE DE COM SNMP
Imprimante;IMPRIMANTE bureau station CDSMG et Symphonie;1014;;Inhibition
IPH_GTC;Interphone via un API concentrateur GTC;999999;;Entretien
IssueDeSecours;Issue De Secours Projets lieux;999999;;Entretien
IssueDeSecours;Issue De Secours Projets lieux;1;;PORTE DEVEROUILLEE
IssueDeSecours;Issue De Secours Projets lieux;1014;;Inhibition
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;999999;;Entretien
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;1;;PC portable de maintenance connecté
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;2;;Absence logiciel application
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;3;;Absence tension cathode rouge
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;4;;Absence tension cathode verte
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;5;;Absence tension cathode bleue
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;6;;Absence signal vidéo
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;7;;Absence balayage vertical
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;8;;Absence balayage horizontal
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;9;;Défaut retour caractère LCD
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;10;;Défaut général du sous-système vidéo
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;1000;;PERTE DE COM
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;1001;;PERTE DE COM SNMP
MoniteurTeleaff;MoniteurTeleaffichage Pointe du Lac;1014;;Inhibition
Onduleur;Onduleur;1014;;Inhibition
Pedale_GTC;Pédale d'alarme agression via API GTC;999999;;Entretien
Peigne;Eqt Peigne sur stations LMPG et BH;999999;;Entretien
Peigne;Eqt Peigne sur stations LMPG et BH;1;;BHU Activé
Peigne;Eqt Peigne sur stations LMPG et BH;1014;;Inhibition
PompeDeRelevageSousQuai;Eqt Pompe De Relevage Sous Quai station AGLA;999999;;Entretien
PompeDeRelevageSousQuai;Eqt Pompe De Relevage Sous Quai station AGLA;1;;ALARME
PompeDeRelevageSousQuai;Eqt Pompe De Relevage Sous Quai station AGLA;1014;;Inhibition
Radar_GTC;Radar Zone effraction via API  GTC;999999;;Entretien
SDP;Serveur de ports;1014;;Inhibition
SUPVIDEO;SUPVIDEO - équipement virtuel de commutation video;999999;;Entretien
SUPVIDEO;SUPVIDEO - équipement virtuel de commutation video;2;;Erreur initialisation LibEAV
SielStation;Objet SIEL;1014;;Inhibition
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);999999;;Entretien
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);1;;defaut telesono
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);2;;defaut convertisseur
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);3;;defaut comm api uc sono
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);4;;defaut lecteur enregistreur
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);5;;Baie de sonorisation HS
Sono_GTC;Sonorisation accédé via API GTC (CDS RER);6;;Message d'evacuation en cours
SWITCH;Switch;1000;;PERTE DE COM
SWITCH;Switch;1014;;Inhibition
TPV;Terminal Point de Vente;1014;;Inhibition
Trottoir_Roulant;Trottoir Roulant;1009;;Commande automatique initiale impossible
Trottoir_Roulant;Trottoir Roulant;1014;;Inhibition
Trottoir_Roulant;Trottoir Roulant;1015;;Commande marche locale impossible
Trottoir_Roulant_R;Trottoir Roulant à Relais;19;;DERANG INCENDI
Trottoir_Roulant_R;Trottoir Roulant à Relais;1009;;Commande automatique initiale impossible
Trottoir_Roulant_R;Trottoir Roulant à Relais;1014;;Inhibition
Trottoir_Roulant_R;Trottoir Roulant à Relais;1015;;Commande marche locale impossible
UTL_GTC;Unité Traitement Local via un API GTC(CDS RER);999999;;Entretien
VLE;Ventilateur locaux électriques;999999;;Entretien
VLE;Ventilateur locaux électriques;1;;Synthèse Pré-alerte
VLE;Ventilateur locaux électriques;3;;Synthése Alerte
VLE;Ventilateur locaux électriques;5;;Synthése Alarme
Ventilateur;Ventilateur;1010;;Commande voyant PGR impossible
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);999999;;Entretien
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);8;;Armoire forte HS
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);9;;Armoire forte
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);10;;Court-circuit armoire forte
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);11;;Ouverture ligne armoire forte
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);12;;Court-circuit ouverture armoire forte
Zone_Agression_GTC;Zone agression via un API  GTC (CDS RER);13;;Ouverture ligne ouverture armoire forte
Zone_Effraction_ADUP_GTC;Zone Effraction ADUP via API  GTC (CDS RER);999999;;Entretien
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);999999;;Entretien
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);8;;Detection presence
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);9;;Court-circuit detection presence
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);10;;Ouverture ligne detection presence
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);11;;Sabotage detection presence
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);12;;Court-circuit sabotage detection presence
Zone_Effraction_GTC;Zone effraction via API GTC(Zone_Effraction_GTC);13;;Ouverture ligne sabotage detection presence
Zone_Sono_GTC;Zone de sonorisation via un API GTC (CDS RER);999999;;Entretien
PEP_station;Poste d'épuisement station;999999;;Entretien
PEP_station;Poste d'épuisement station;2;;Augmentation apport d'eau (+25%)
PEP_station;Poste d'épuisement station;3;;Baisse débit groupe 1
PEP_station;Poste d'épuisement station;4;;Baisse débit groupe 2
PEP_station;Poste d'épuisement station;5;;Baisse débit groupe 3
PEP_station;Poste d'épuisement station;6;;Baisse débit groupe 4
PEP_station;Poste d'épuisement station;8;;Temps de pompage trop long groupe 1
PEP_station;Poste d'épuisement station;9;;Temps de pompage trop long groupe 2
PEP_station;Poste d'épuisement station;10;;Temps de pompage trop long groupe 3
PEP_station;Poste d'épuisement station;11;;Temps de pompage trop long groupe 4
PEP_station;Poste d'épuisement station;12;;Défaut hydraulique groupe 1
PEP_station;Poste d'épuisement station;13;;Défaut hydraulique groupe 2
PEP_station;Poste d'épuisement station;14;;Défaut hydraulique groupe 3
PEP_station;Poste d'épuisement station;15;;Défaut hydraulique groupe 4
PEP_station;Poste d'épuisement station;17;;AAI non discriminée
PEP_station;Poste d'épuisement station;18;;Vanne d'arrivée fermée
PEP_station;Poste d'épuisement station;19;;Alarme haute
PEP_station;Poste d'épuisement station;20;;Bouton Arrêt Entretien > 5 heures
PEP_station;Poste d'épuisement station;21;;Absence tension T1 (400V)
PEP_station;Poste d'épuisement station;22;;Absence tension T2 (400V)
PEP_station;Poste d'épuisement station;23;;Défaut détection niveaux
PEP_station;Poste d'épuisement station;24;;Défaut thermique groupe 1
PEP_station;Poste d'épuisement station;25;;Défaut variateur groupe 1
PEP_station;Poste d'épuisement station;26;;Défaut thermique groupe 2
PEP_station;Poste d'épuisement station;27;;Défaut variateur groupe 2
PEP_station;Poste d'épuisement station;28;;Défaut thermique groupe 3
PEP_station;Poste d'épuisement station;29;;Défaut variateur groupe 3
PEP_station;Poste d'épuisement station;30;;Défaut thermique groupe 4
PEP_station;Poste d'épuisement station;31;;Défaut variateur groupe 4
PEP_station;Poste d'épuisement station;32;;Défaut automate
PEP_station;Poste d'épuisement station;1000;;PERTE DE COM
PEP_station;Poste d'épuisement station;1001;;Identifiant station incorrect
PEP_station;Poste d'épuisement station;1002;;Identifiant équipement incorrect
PEP_station;Poste d'épuisement station;1003;;Identifiant version incorrect
PEP_station;Poste d'épuisement station;1004;;Identifiant checksum incorrect
PEP_station;Poste d'épuisement station;1005;;Synchronisation horloge impossible
PEP_station;Poste d'épuisement station;1006;;Bit de signe de vie manquant
PEP_station;Poste d'épuisement station;1014;;Inhibition
IMAGE_V4;Afficheur IMAGE V4;999999;;En entretien
BAES_IP;BAES en mode direct;1000;1000;Erreur de communication
PEF;PEF;1;;DEFAUT PEF
PEF;PEF;2;;T1 / T2
PEF;PEF;3;;Jalonnement / Permanent
PEF;PEF;1014;;Inhibition
PorteCoulissante;PorteCoulissante;1;;Alarme Synthèse
PorteCoulissante;PorteCoulissante;1014;;Inhibition
IMAGE_V4;Afficheur IMAGE V4;1000;1000;Erreur de communication
IMAGE_V4;Afficheur IMAGE V4;1001;;Erreur de communication SNMP
IMAGE_V4;Afficheur IMAGE V4;1002;;Erreur de protocole SNMP V3
IMAGE_V4;Afficheur IMAGE V4;1003;;Erreur d'initialisation SNMP V3
IMAGE_V4;Afficheur IMAGE V4;1;;Temperature ambiante haute dans l'afficheur
IMAGE_V4;Afficheur IMAGE V4;2;;Temperature ambiante Moyenne dans l'afficheur
IMAGE_V4;Afficheur IMAGE V4;3;;Temperature ambiante Basse dans l'afficheur
IMAGE_V4;Afficheur IMAGE V4;4;;Alerte disque SSD full
IMAGE_V4;Afficheur IMAGE V4;5;;Absence application ratp
IMAGE_V4;Afficheur IMAGE V4;6;;Application IMAGE HS
IMAGE_V4;Afficheur IMAGE V4;7;;Service Image indisponible
IMAGE_V4;Afficheur IMAGE V4;8;;Synthese ventilateur HS
IMAGE_V4;Afficheur IMAGE V4;9;;Synthese alimentation HS
IMAGE_V4;Afficheur IMAGE V4;10;;Synthese dalle et eclairage HS 
IMAGE_V4;Afficheur IMAGE V4;11;;Synthese carte de supervision HS
IMAGE_V4;Afficheur IMAGE V4;1014;;Inhibition
